,bathrooms,bedrooms,graph_data_link,home_detail_link,home_size,home_type,last_sold_date,last_sold_price,latitude,longitude,property_size,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zestimate_percentile,zestimate_valuationRange_low,zestimate_valuation_range_high,zestimate_value_change,zillow_id
1319,1.0,2,http://www.zillow.com/homedetails/15938-Quarry-Rd-APT-1A-Lake-Oswego-OR-97035/48228602_zpid/#charts-and-data,http://www.zillow.com/homedetails/15938-Quarry-Rd-APT-1A-Lake-Oswego-OR-97035/48228602_zpid/,991,MultiFamily2To4,12/31/2014,140000,45.410526,-122.721383,519,112450.0,2015,1978,181508,02/07/2017,0,172433,190583,476,48228602
1320,2.0,2,http://www.zillow.com/homedetails/336-SE-50th-Ave-C3-Portland-OR-97215/53897366_zpid/#charts-and-data,http://www.zillow.com/homedetails/336-SE-50th-Ave-C3-Portland-OR-97215/53897366_zpid/,1140,Condominium,02/15/2001,115000,45.520376,-122.61196,3049,216910.0,2015,1973,344740,02/07/2017,0,289582,393004,1632,53897366
1321,2.0,3,http://www.zillow.com/homedetails/240-SW-8th-Ave-Canby-OR-97013/48284508_zpid/#charts-and-data,http://www.zillow.com/homedetails/240-SW-8th-Ave-Canby-OR-97013/48284508_zpid/,1286,SingleFamily,,,45.256275,-122.690256,7987,207788.0,2015,1977,292734,02/07/2017,0,278097,310298,5402,48284508
1322,3.0,5,http://www.zillow.com/homedetails/3131-NW-Luray-Ter-Portland-OR-97210/53993378_zpid/#charts-and-data,http://www.zillow.com/homedetails/3131-NW-Luray-Ter-Portland-OR-97210/53993378_zpid/,4136,SingleFamily,07/06/2016,1500000,45.531316,-122.714021,23522,1147670.0,2015,1971,1435791,02/07/2017,0,1364001,1507581,8853,53993378
1323,1.0,3,http://www.zillow.com/homedetails/14021-SE-Mill-Ct-Portland-OR-97233/53861216_zpid/#charts-and-data,http://www.zillow.com/homedetails/14021-SE-Mill-Ct-Portland-OR-97233/53861216_zpid/,1072,SingleFamily,10/02/1997,121400,45.511237,-122.519192,7100,183000.0,2015,1964,257113,02/07/2017,0,244257,272540,676,53861216
1324,3.0,3,http://www.zillow.com/homedetails/14939-NW-Dominion-Dr-Portland-OR-97229/48554623_zpid/#charts-and-data,http://www.zillow.com/homedetails/14939-NW-Dominion-Dr-Portland-OR-97229/48554623_zpid/,3749,SingleFamily,09/18/1991,288675,45.545092,-122.830649,12197,627410.0,2015,1990,821919,02/07/2017,0,764385,863015,-2646,48554623
1325,2.0,3,http://www.zillow.com/homedetails/20815-SW-Jay-St-Aloha-OR-97003/48536639_zpid/#charts-and-data,http://www.zillow.com/homedetails/20815-SW-Jay-St-Aloha-OR-97003/48536639_zpid/,1008,SingleFamily,05/09/2006,211000,45.510533,-122.891162,5401,222720.0,2015,1984,279831,02/07/2017,0,263041,293823,1329,48536639
1326,3.0,3,http://www.zillow.com/homedetails/1618-SE-36th-Ave-Portland-OR-97214/53997537_zpid/#charts-and-data,http://www.zillow.com/homedetails/1618-SE-36th-Ave-Portland-OR-97214/53997537_zpid/,1852,SingleFamily,03/16/1998,205000,45.51107,-122.626397,3485,515430.0,2015,1912,690727,02/07/2017,0,642376,752892,-2128,53997537
1327,1.0,1,,http://www.zillow.com/homedetails/967-NE-Orenco-Station-Loop-APT-530-Hillsboro-OR-97124/2095617056_zpid/,,MultiFamily5Plus,,,45.531428,-122.916764,,,,,,12/31/1969,0,,,,2095617056
1328,2.0,4,http://www.zillow.com/homedetails/200-NE-Beryl-Ter-Portland-OR-97220/53967548_zpid/#charts-and-data,http://www.zillow.com/homedetails/200-NE-Beryl-Ter-Portland-OR-97220/53967548_zpid/,3136,SingleFamily,10/23/2015,450000,45.52453,-122.576282,6969,269130.0,2015,1910,484152,02/07/2017,0,450261,537409,5537,53967548
1329,2.0,4,http://www.zillow.com/homedetails/219-221-SW-Hamilton-St-Portland-OR-97239/53936242_zpid/#charts-and-data,http://www.zillow.com/homedetails/219-221-SW-Hamilton-St-Portland-OR-97239/53936242_zpid/,2390,SingleFamily,10/19/2004,360000,45.491104,-122.675788,2975,473070.0,2015,1912,677375,02/07/2017,0,602864,738339,4204,53936242
1330,2.0,3,http://www.zillow.com/homedetails/2838-SE-59th-Ave-Portland-OR-97206/53867757_zpid/#charts-and-data,http://www.zillow.com/homedetails/2838-SE-59th-Ave-Portland-OR-97206/53867757_zpid/,1800,SingleFamily,06/13/2000,157700,45.501837,-122.601833,6290,367230.0,2015,1943,513380,02/07/2017,0,487711,539049,6040,53867757
1331,2.0,2,http://www.zillow.com/homedetails/245-SW-Meade-St-APT-C3-Portland-OR-97201/67571234_zpid/#charts-and-data,http://www.zillow.com/homedetails/245-SW-Meade-St-APT-C3-Portland-OR-97201/67571234_zpid/,1200,Condominium,10/05/2005,339712,45.503028,-122.680138,,372260.0,2015,2005,445564,02/07/2017,0,423286,481209,-104,67571234
1332,,,http://www.zillow.com/homedetails/8800-SE-80th-Ave-Portland-OR-97206/48213048_zpid/#charts-and-data,http://www.zillow.com/homedetails/8800-SE-80th-Ave-Portland-OR-97206/48213048_zpid/,,SingleFamily,,,45.460212,-122.581145,18731,263285.0,2015,1940,,12/31/1969,0,,,,48213048
1333,4.0,5,http://www.zillow.com/homedetails/11756-SW-Summer-Crest-Pl-Tigard-OR-97223/48589600_zpid/#charts-and-data,http://www.zillow.com/homedetails/11756-SW-Summer-Crest-Pl-Tigard-OR-97223/48589600_zpid/,2885,SingleFamily,06/15/1998,9000,45.435145,-122.797766,8712,300300.0,2015,1968,528507,02/07/2017,0,465086,565502,16492,48589600
1334,3.0,2,http://www.zillow.com/homedetails/6213-SW-183rd-Ter-Beaverton-OR-97007/59879872_zpid/#charts-and-data,http://www.zillow.com/homedetails/6213-SW-183rd-Ter-Beaverton-OR-97007/59879872_zpid/,1300,SingleFamily,12/17/2002,143600,45.47478,-122.865266,2178,175170.0,2015,2002,254527,02/07/2017,0,241801,267253,1431,59879872
1335,3.0,4,http://www.zillow.com/homedetails/14816-NW-Yellowstone-Ct-Beaverton-OR-97006/52698399_zpid/#charts-and-data,http://www.zillow.com/homedetails/14816-NW-Yellowstone-Ct-Beaverton-OR-97006/52698399_zpid/,2094,SingleFamily,01/19/2017,415000,45.52165,-122.829344,4791,298260.0,2015,2000,412218,02/07/2017,0,391607,432829,-1075,52698399
1336,2.0,3,http://www.zillow.com/homedetails/12549-Boones-Ferry-Rd-Lake-Oswego-OR-97035/54000707_zpid/#charts-and-data,http://www.zillow.com/homedetails/12549-Boones-Ferry-Rd-Lake-Oswego-OR-97035/54000707_zpid/,1549,SingleFamily,04/02/2001,175900,45.434597,-122.70046,9583,356160.0,2015,1980,439535,02/07/2017,0,408768,461512,461,54000707
1337,2.5,3,http://www.zillow.com/homedetails/685-NW-87th-Ter-Portland-OR-97229/48616718_zpid/#charts-and-data,http://www.zillow.com/homedetails/685-NW-87th-Ter-Portland-OR-97229/48616718_zpid/,4100,SingleFamily,05/27/2009,410000,45.524898,-122.766314,10154,524700.0,2015,1980,832513,02/07/2017,0,774237,874139,12646,48616718
1338,2.5,4,http://www.zillow.com/homedetails/4221-SW-47th-Dr-Portland-OR-97221/53829497_zpid/#charts-and-data,http://www.zillow.com/homedetails/4221-SW-47th-Dr-Portland-OR-97221/53829497_zpid/,3160,SingleFamily,01/30/2004,450000,45.492541,-122.722133,10094,665730.0,2015,1967,791108,02/07/2017,0,696175,830663,-2478,53829497
1339,1.0,2,http://www.zillow.com/homedetails/24464-S-Barlow-Rd-Canby-OR-97013/48285021_zpid/#charts-and-data,http://www.zillow.com/homedetails/24464-S-Barlow-Rd-Canby-OR-97013/48285021_zpid/,742,SingleFamily,04/04/2001,85000,45.253363,-122.722369,7378,152180.0,2015,1915,216540,02/07/2017,0,192721,231698,3100,48285021
1340,2.0,3,http://www.zillow.com/homedetails/5272-SW-153rd-Ave-Beaverton-OR-97007/48627829_zpid/#charts-and-data,http://www.zillow.com/homedetails/5272-SW-153rd-Ave-Beaverton-OR-97007/48627829_zpid/,1560,SingleFamily,09/28/1999,151500,45.482023,-122.834495,7405,264740.0,2015,1978,341902,02/07/2017,0,324807,358997,-1048,48627829
1341,2.5,3,http://www.zillow.com/homedetails/648-Anne-Ln-Molalla-OR-97038/98821874_zpid/#charts-and-data,http://www.zillow.com/homedetails/648-Anne-Ln-Molalla-OR-97038/98821874_zpid/,1717,SingleFamily,06/20/2014,233000,45.157952,-122.5837,6919,258525.0,2015,2014,307513,02/07/2017,0,282912,329039,2595,98821874
1342,2.5,3,http://www.zillow.com/homedetails/2135-NE-56th-Ave-Portland-OR-97213/53859046_zpid/#charts-and-data,http://www.zillow.com/homedetails/2135-NE-56th-Ave-Portland-OR-97213/53859046_zpid/,1518,SingleFamily,05/21/2013,399959,45.538333,-122.606155,5000,423750.0,2015,1939,562652,02/07/2017,0,534519,590785,4959,53859046
1343,3.0,4,http://www.zillow.com/homedetails/3628-SE-13th-Ave-Portland-OR-97202/53864339_zpid/#charts-and-data,http://www.zillow.com/homedetails/3628-SE-13th-Ave-Portland-OR-97202/53864339_zpid/,2316,SingleFamily,04/16/2008,335000,45.496281,-122.652046,4000,374420.0,2015,1908,604080,02/07/2017,0,549713,676570,3346,53864339
1344,2.0,4,http://www.zillow.com/homedetails/4021-SW-Alfred-St-Portland-OR-97219/53882974_zpid/#charts-and-data,http://www.zillow.com/homedetails/4021-SW-Alfred-St-Portland-OR-97219/53882974_zpid/,918,SingleFamily,08/19/2005,130000,45.451276,-122.718533,7020,262770.0,2015,1978,336866,02/07/2017,0,296442,353709,-718,53882974
1345,3.0,3,http://www.zillow.com/homedetails/230-SE-Gabbert-Rd-Gresham-OR-97080/119267279_zpid/#charts-and-data,http://www.zillow.com/homedetails/230-SE-Gabbert-Rd-Gresham-OR-97080/119267279_zpid/,3206,SingleFamily,03/30/2015,574000,45.472536,-122.429856,23086,479600.0,2015,2013,554431,02/07/2017,0,515621,587697,7538,119267279
1346,2.0,2,http://www.zillow.com/homedetails/833-SW-Liberty-Bell-Dr-Beaverton-OR-97006/63170275_zpid/#charts-and-data,http://www.zillow.com/homedetails/833-SW-Liberty-Bell-Dr-Beaverton-OR-97006/63170275_zpid/,1152,Mobile,09/23/2013,12000,45.518108,-122.859123,,30570.0,2015,1980,231490,02/07/2017,0,206026,259269,2214,63170275
1347,1.0,2,http://www.zillow.com/homedetails/4414-NE-83rd-Ave-Portland-OR-97220/53948198_zpid/#charts-and-data,http://www.zillow.com/homedetails/4414-NE-83rd-Ave-Portland-OR-97220/53948198_zpid/,806,SingleFamily,12/30/1992,61500,45.554728,-122.577341,5000,171870.0,2015,1945,279590,02/07/2017,0,262815,293569,625,53948198
1348,4.1,5,http://www.zillow.com/homedetails/2302-SE-Mulberry-Dr-Milwaukie-OR-97267/48232974_zpid/#charts-and-data,http://www.zillow.com/homedetails/2302-SE-Mulberry-Dr-Milwaukie-OR-97267/48232974_zpid/,3955,SingleFamily,09/17/2013,745000,45.401795,-122.639765,26571,479399.0,2015,1970,667491,02/07/2017,0,627442,700866,-8221,48232974
1349,3.0,4,http://www.zillow.com/homedetails/10625-SE-Turnberry-Loop-Happy-Valley-OR-97086/98819892_zpid/#charts-and-data,http://www.zillow.com/homedetails/10625-SE-Turnberry-Loop-Happy-Valley-OR-97086/98819892_zpid/,2804,SingleFamily,11/08/2016,505000,45.446014,-122.55146,7948,421850.0,2015,2010,507561,02/07/2017,0,482183,532939,1690,98819892
1350,1.0,1,http://www.zillow.com/homedetails/200-SW-Florence-Ave-APT-G15-Gresham-OR-97080/53873530_zpid/#charts-and-data,http://www.zillow.com/homedetails/200-SW-Florence-Ave-APT-G15-Gresham-OR-97080/53873530_zpid/,607,Condominium,06/01/1994,24850,45.495278,-122.441544,6969,65730.0,2015,1973,91251,02/07/2017,0,78476,104939,399,53873530
1351,1.5,3,http://www.zillow.com/homedetails/4716-SE-Mason-Ln-Milwaukie-OR-97222/48214767_zpid/#charts-and-data,http://www.zillow.com/homedetails/4716-SE-Mason-Ln-Milwaukie-OR-97222/48214767_zpid/,1100,SingleFamily,02/26/2010,250000,45.456067,-122.614433,7048,239896.0,2015,1960,312630,02/07/2017,0,290746,343893,-742,48214767
1352,2.5,4,http://www.zillow.com/homedetails/1253-SE-63rd-Ln-Hillsboro-OR-97123/62851970_zpid/#charts-and-data,http://www.zillow.com/homedetails/1253-SE-63rd-Ln-Hillsboro-OR-97123/62851970_zpid/,2600,SingleFamily,07/29/2015,440000,45.51086,-122.917206,7405,420650.0,2015,2003,469102,02/07/2017,0,445647,492557,-2291,62851970
1353,1.0,2,http://www.zillow.com/homedetails/1322-Willamette-Falls-Dr-West-Linn-OR-97068/55439874_zpid/#charts-and-data,http://www.zillow.com/homedetails/1322-Willamette-Falls-Dr-West-Linn-OR-97068/55439874_zpid/,1100,SingleFamily,10/09/2009,240000,45.343602,-122.662698,16716,307842.0,2015,1920,416868,02/07/2017,0,396025,441880,794,55439874
1354,3.0,2,http://www.zillow.com/homedetails/9239-NW-Germantown-Rd-Portland-OR-97231/83079889_zpid/#charts-and-data,http://www.zillow.com/homedetails/9239-NW-Germantown-Rd-Portland-OR-97231/83079889_zpid/,1352,Condominium,11/25/2015,230000,45.588091,-122.776201,,215710.0,2015,2008,286953,02/07/2017,0,266866,301301,5702,83079889
1355,4.0,7,http://www.zillow.com/homedetails/7940-SW-Cedar-St-Portland-OR-97225/48627538_zpid/#charts-and-data,http://www.zillow.com/homedetails/7940-SW-Cedar-St-Portland-OR-97225/48627538_zpid/,3517,SingleFamily,06/30/1998,249900,45.489846,-122.758695,11326,831120.0,2015,1950,941057,02/07/2017,0,894004,988110,24358,48627538
1356,2.0,4,http://www.zillow.com/homedetails/21750-SW-Lois-St-Beaverton-OR-97003/48540559_zpid/#charts-and-data,http://www.zillow.com/homedetails/21750-SW-Lois-St-Beaverton-OR-97003/48540559_zpid/,1534,SingleFamily,11/05/2001,159500,45.511991,-122.900736,5008,239870.0,2015,1989,329921,02/07/2017,0,313425,346417,2077,48540559
1357,3.0,4,http://www.zillow.com/homedetails/2342-N-Fremont-St-Cornelius-OR-97113/48575555_zpid/#charts-and-data,http://www.zillow.com/homedetails/2342-N-Fremont-St-Cornelius-OR-97113/48575555_zpid/,1670,SingleFamily,01/26/2004,175000,45.524738,-123.042923,4792,243170.0,2015,2004,307591,02/07/2017,0,292211,326046,2259,48575555
1358,3.0,3,http://www.zillow.com/homedetails/3419-Oakcrest-Dr-Forest-Grove-OR-97116/121266634_zpid/#charts-and-data,http://www.zillow.com/homedetails/3419-Oakcrest-Dr-Forest-Grove-OR-97116/121266634_zpid/,2350,SingleFamily,03/26/2015,316693,45.537243,-123.131078,5227,95620.0,2015,2014,367817,02/07/2017,0,331035,389886,2414,121266634
1359,3.0,3,http://www.zillow.com/homedetails/21207-SW-Baler-Way-Sherwood-OR-97140/69165030_zpid/#charts-and-data,http://www.zillow.com/homedetails/21207-SW-Baler-Way-Sherwood-OR-97140/69165030_zpid/,1792,SingleFamily,12/06/2005,273175,45.366277,-122.840125,2613,276020.0,2015,2005,335822,02/07/2017,0,315673,352613,-19,69165030
1360,2.0,4,http://www.zillow.com/homedetails/8424-NE-Hancock-St-Portland-OR-97220/53949539_zpid/#charts-and-data,http://www.zillow.com/homedetails/8424-NE-Hancock-St-Portland-OR-97220/53949539_zpid/,1110,SingleFamily,06/19/2001,163000,45.536141,-122.575782,7900,266090.0,2015,1972,344994,02/07/2017,0,324294,365694,-22,53949539
1361,2.5,4,http://www.zillow.com/homedetails/15726-SE-Hawk-Ct-Portland-OR-97236/54008403_zpid/#charts-and-data,http://www.zillow.com/homedetails/15726-SE-Hawk-Ct-Portland-OR-97236/54008403_zpid/,2320,SingleFamily,10/30/2015,350000,45.467782,-122.500782,4791,284820.0,2015,2002,394923,02/07/2017,0,375177,414669,-610,54008403
1362,2.0,3,http://www.zillow.com/homedetails/1810-NE-17th-Ave-Hillsboro-OR-97124/48618944_zpid/#charts-and-data,http://www.zillow.com/homedetails/1810-NE-17th-Ave-Hillsboro-OR-97124/48618944_zpid/,1200,SingleFamily,,,45.538566,-122.963825,9148,202270.0,2015,1977,290892,02/07/2017,0,276347,308346,519,48618944
1363,1.5,3,http://www.zillow.com/homedetails/2032-SE-29th-Ave-Portland-OR-97214/53821536_zpid/#charts-and-data,http://www.zillow.com/homedetails/2032-SE-29th-Ave-Portland-OR-97214/53821536_zpid/,1382,SingleFamily,09/29/2006,400000,45.507922,-122.635438,4500,492380.0,2015,1928,597996,02/07/2017,0,550156,633876,-3426,53821536
1364,1.0,1,http://www.zillow.com/homedetails/3006-NE-9th-Ave-Portland-OR-97212/53887216_zpid/#charts-and-data,http://www.zillow.com/homedetails/3006-NE-9th-Ave-Portland-OR-97212/53887216_zpid/,650,Condominium,07/01/1989,35504,45.544508,-122.6562,5000,453240.0,2015,1925,586275,02/07/2017,0,533510,674216,-48209,53887216
1365,2.0,3,http://www.zillow.com/homedetails/2259-SE-73rd-Ave-Hillsboro-OR-97123/48553638_zpid/#charts-and-data,http://www.zillow.com/homedetails/2259-SE-73rd-Ave-Hillsboro-OR-97123/48553638_zpid/,1564,SingleFamily,09/27/2004,206900,45.501846,-122.906898,5663,268040.0,2015,1990,345021,02/07/2017,0,327770,362272,319,48553638
1366,2.0,3,http://www.zillow.com/homedetails/524-NE-68th-Ave-Portland-OR-97213/53920072_zpid/#charts-and-data,http://www.zillow.com/homedetails/524-NE-68th-Ave-Portland-OR-97213/53920072_zpid/,1834,SingleFamily,04/12/2007,204970,45.526916,-122.593146,5000,207250.0,2015,1909,508357,02/07/2017,0,411769,625279,158487,53920072
1367,1.5,2,http://www.zillow.com/homedetails/2010-NE-203rd-Ave-Fairview-OR-97024/53905590_zpid/#charts-and-data,http://www.zillow.com/homedetails/2010-NE-203rd-Ave-Fairview-OR-97024/53905590_zpid/,1928,SingleFamily,,,45.537202,-122.453577,7010,216950.0,2015,1984,306264,02/07/2017,0,281763,324640,-1611,53905590
1368,1.0,3,http://www.zillow.com/homedetails/12675-SW-Faircrest-St-Portland-OR-97225/48607540_zpid/#charts-and-data,http://www.zillow.com/homedetails/12675-SW-Faircrest-St-Portland-OR-97225/48607540_zpid/,1080,SingleFamily,11/16/2010,220000,45.505023,-122.807168,7405,258450.0,2015,1953,329039,02/07/2017,0,309297,348781,3936,48607540
1369,3.0,3,http://www.zillow.com/homedetails/15747-NW-Ryegrass-St-Portland-OR-97229/52693210_zpid/#charts-and-data,http://www.zillow.com/homedetails/15747-NW-Ryegrass-St-Portland-OR-97229/52693210_zpid/,2328,SingleFamily,09/03/1999,249000,45.56493,-122.839145,5227,425970.0,2015,1999,506693,02/07/2017,0,481358,532028,447,52693210
1370,1.0,2,http://www.zillow.com/homedetails/409-NW-Ebberts-Ave-Hillsboro-OR-97124/48624286_zpid/#charts-and-data,http://www.zillow.com/homedetails/409-NW-Ebberts-Ave-Hillsboro-OR-97124/48624286_zpid/,800,SingleFamily,07/31/2009,128000,45.526638,-122.996518,3485,128990.0,2015,1938,189643,02/07/2017,0,170679,208607,2221,48624286
1371,2.5,2,http://www.zillow.com/homedetails/2406-SW-Nebraska-St-Portland-OR-97239/54009241_zpid/#charts-and-data,http://www.zillow.com/homedetails/2406-SW-Nebraska-St-Portland-OR-97239/54009241_zpid/,1750,Townhouse,05/24/2012,275000,45.477301,-122.701358,1742,315020.0,2015,2002,469645,02/07/2017,0,427377,497824,2579,54009241
1372,2.5,6,http://www.zillow.com/homedetails/101-SW-25th-Cir-Troutdale-OR-97060/53845741_zpid/#charts-and-data,http://www.zillow.com/homedetails/101-SW-25th-Cir-Troutdale-OR-97060/53845741_zpid/,1991,SingleFamily,11/20/2006,266000,45.523656,-122.3884,8050,274920.0,2015,1991,327759,02/07/2017,0,308093,347425,1604,53845741
1373,3.0,5,http://www.zillow.com/homedetails/13849-SW-162nd-Ter-Tigard-OR-97223/48580812_zpid/#charts-and-data,http://www.zillow.com/homedetails/13849-SW-162nd-Ter-Tigard-OR-97223/48580812_zpid/,2155,SingleFamily,07/25/2008,355900,45.419936,-122.843846,4791,329560.0,2015,1998,408725,02/07/2017,0,388289,429161,-5172,48580812
1374,2.5,3,http://www.zillow.com/homedetails/7616-N-Fiske-Ave-Portland-OR-97203/54009659_zpid/#charts-and-data,http://www.zillow.com/homedetails/7616-N-Fiske-Ave-Portland-OR-97203/54009659_zpid/,1725,Townhouse,02/29/2012,132000,45.580861,-122.717675,1742,184710.0,2015,2004,335973,02/07/2017,0,299016,376290,478,54009659
1375,2.0,4,http://www.zillow.com/homedetails/11845-SW-Settler-Way-Beaverton-OR-97008/48587368_zpid/#charts-and-data,http://www.zillow.com/homedetails/11845-SW-Settler-Way-Beaverton-OR-97008/48587368_zpid/,2672,SingleFamily,07/22/2016,425000,45.453473,-122.798641,6969,314550.0,2015,1976,436533,02/07/2017,0,414706,458360,8165,48587368
1376,1.0,4,http://www.zillow.com/homedetails/8309-SE-Morrison-St-Portland-OR-97216/53964541_zpid/#charts-and-data,http://www.zillow.com/homedetails/8309-SE-Morrison-St-Portland-OR-97216/53964541_zpid/,1635,SingleFamily,,,45.517135,-122.577919,5250,235860.0,2015,1947,344215,02/07/2017,0,327004,361426,1361,53964541
1377,2.0,3,http://www.zillow.com/homedetails/800-NE-22nd-Ct-Gresham-OR-97030/53871890_zpid/#charts-and-data,http://www.zillow.com/homedetails/800-NE-22nd-Ct-Gresham-OR-97030/53871890_zpid/,1304,SingleFamily,09/01/2006,226500,45.512511,-122.423471,10200,209890.0,2015,1977,283642,02/07/2017,0,263787,300661,-336,53871890
1378,1.0,3,http://www.zillow.com/homedetails/3044-SW-Flower-Ter-Portland-OR-97239/53833356_zpid/#charts-and-data,http://www.zillow.com/homedetails/3044-SW-Flower-Ter-Portland-OR-97239/53833356_zpid/,1750,SingleFamily,01/15/2014,329900,45.482476,-122.710029,8000,340210.0,2015,1942,465642,02/07/2017,0,437703,488924,-2373,53833356
1379,2.5,4,http://www.zillow.com/homedetails/17738-SE-Marie-St-Portland-OR-97236/53849705_zpid/#charts-and-data,http://www.zillow.com/homedetails/17738-SE-Marie-St-Portland-OR-97236/53849705_zpid/,2040,SingleFamily,,,45.494253,-122.480283,7590,205020.0,2015,1973,302670,02/07/2017,0,269376,323857,1809,53849705
1380,2.5,3,http://www.zillow.com/homedetails/14073-Caufield-Rd-Oregon-City-OR-97045/95061085_zpid/#charts-and-data,http://www.zillow.com/homedetails/14073-Caufield-Rd-Oregon-City-OR-97045/95061085_zpid/,1760,SingleFamily,08/26/2013,205000,45.315721,-122.578317,3145,219408.0,2015,2013,286255,02/07/2017,0,271942,300568,2193,95061085
1381,1.5,3,http://www.zillow.com/homedetails/7845-SW-Pitic-Ln-Portland-OR-97223/48584975_zpid/#charts-and-data,http://www.zillow.com/homedetails/7845-SW-Pitic-Ln-Portland-OR-97223/48584975_zpid/,1280,SingleFamily,,,45.462982,-122.755056,16117,289230.0,2015,1960,371972,02/07/2017,0,353373,390571,-1498,48584975
1382,2.5,3,http://www.zillow.com/homedetails/14385-SE-Territory-Dr-Clackamas-OR-97015/48318239_zpid/#charts-and-data,http://www.zillow.com/homedetails/14385-SE-Territory-Dr-Clackamas-OR-97015/48318239_zpid/,1858,SingleFamily,10/13/2005,319500,45.421042,-122.515795,4629,268213.0,2015,1998,359317,02/07/2017,0,341351,377283,1743,48318239
1383,2.5,4,http://www.zillow.com/homedetails/5310-SW-Santa-Monica-Ct-Portland-OR-97221/53956598_zpid/#charts-and-data,http://www.zillow.com/homedetails/5310-SW-Santa-Monica-Ct-Portland-OR-97221/53956598_zpid/,3135,SingleFamily,,,45.491378,-122.73201,16851,675600.0,2015,1986,805746,02/07/2017,0,741286,854091,-2226,53956598
1384,2.0,4,http://www.zillow.com/homedetails/6333-SW-Canby-St-Portland-OR-97219/53833713_zpid/#charts-and-data,http://www.zillow.com/homedetails/6333-SW-Canby-St-Portland-OR-97219/53833713_zpid/,2224,SingleFamily,08/18/2009,448000,45.469614,-122.742551,5400,450330.0,2015,2000,565073,02/07/2017,0,536819,593327,1867,53833713
1385,2.0,2,,http://www.zillow.com/homedetails/1299-NE-Orenco-Station-Pkwy-APT-A217-Hillsboro-OR-97124/2097083631_zpid/,1157,MultiFamily5Plus,,,45.53376,-122.917761,,,,,,12/31/1969,0,,,,2097083631
1386,2.0,3,http://www.zillow.com/homedetails/2102-SE-143rd-Ave-Portland-OR-97233/53828030_zpid/#charts-and-data,http://www.zillow.com/homedetails/2102-SE-143rd-Ave-Portland-OR-97233/53828030_zpid/,1722,SingleFamily,12/31/2013,230000,45.507526,-122.515357,6969,217440.0,2015,1991,285894,02/07/2017,0,263022,308766,-255,53828030
1387,3.5,3,http://www.zillow.com/homedetails/701-NE-194th-Ave-Portland-OR-97230/53931868_zpid/#charts-and-data,http://www.zillow.com/homedetails/701-NE-194th-Ave-Portland-OR-97230/53931868_zpid/,1479,SingleFamily,06/25/2007,375000,45.527844,-122.463837,28380,387440.0,2015,1966,353934,02/07/2017,0,318541,392867,-6486,53931868
1388,2.0,3,http://www.zillow.com/homedetails/3525-SE-Floss-St-Milwaukie-OR-97222/48209323_zpid/#charts-and-data,http://www.zillow.com/homedetails/3525-SE-Floss-St-Milwaukie-OR-97222/48209323_zpid/,2026,SingleFamily,11/17/2016,387350,45.458006,-122.626498,9235,281552.0,2015,1945,391262,02/07/2017,0,367786,414738,6256,48209323
1389,3.0,3,http://www.zillow.com/homedetails/1697-SE-Night-Heron-Way-Gresham-OR-97080/54008118_zpid/#charts-and-data,http://www.zillow.com/homedetails/1697-SE-Night-Heron-Way-Gresham-OR-97080/54008118_zpid/,1280,Townhouse,11/09/2016,195000,45.484517,-122.37364,2178,156610.0,2015,2001,201750,02/07/2017,0,187627,211837,4880,54008118
1390,1.0,4,http://www.zillow.com/homedetails/2225-SE-Cesar-E-Chavez-Blvd-Portland-OR-97214/53864448_zpid/#charts-and-data,http://www.zillow.com/homedetails/2225-SE-Cesar-E-Chavez-Blvd-Portland-OR-97214/53864448_zpid/,2318,SingleFamily,05/22/2013,299900,45.507115,-122.623009,4770,402520.0,2015,1910,584710,02/07/2017,0,532086,660722,8024,53864448
1391,1.0,2,http://www.zillow.com/homedetails/9555-SW-92nd-Ave-Portland-OR-97223/55526607_zpid/#charts-and-data,http://www.zillow.com/homedetails/9555-SW-92nd-Ave-Portland-OR-97223/55526607_zpid/,815,SingleFamily,05/22/2007,215000,45.45102,-122.772206,7841,195820.0,2015,1957,262593,02/07/2017,0,228456,278349,379,55526607
1392,2.0,3,http://www.zillow.com/homedetails/4223-SW-Vermont-St-Portland-OR-97219/53976150_zpid/#charts-and-data,http://www.zillow.com/homedetails/4223-SW-Vermont-St-Portland-OR-97219/53976150_zpid/,1245,SingleFamily,03/01/1997,76500,45.476499,-122.720427,10280,398840.0,2015,1955,482304,02/07/2017,0,448543,516065,2791,53976150
1393,1.0,,http://www.zillow.com/homedetails/14956-SE-122nd-Ave-28-Clackamas-OR-97015/48301264_zpid/#charts-and-data,http://www.zillow.com/homedetails/14956-SE-122nd-Ave-28-Clackamas-OR-97015/48301264_zpid/,938,Condominium,06/14/2007,16900,45.41595,-122.537902,,20120.0,2015,1989,176905,02/07/2017,0,153907,187519,147,48301264
1394,1.0,2,http://www.zillow.com/homedetails/2616-SE-14th-Ave-UNIT-A-Portland-OR-97202/53969746_zpid/#charts-and-data,http://www.zillow.com/homedetails/2616-SE-14th-Ave-UNIT-A-Portland-OR-97202/53969746_zpid/,926,SingleFamily,03/01/1991,40000,45.50389,-122.651397,3333,276220.0,2015,1900,363080,02/07/2017,0,334034,384865,1423,53969746
