SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,12720 Bassett St,North Hollywood,CA,91605,629900,4,2,NHO - North Hollywood,1588,7746,1954,1,Active,December-11-2016 11:00 AM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/12720-Bassett-St-91605/home/5061969,CRMLS,63214473,N,Y,34.195532,-118.410259
MLS Listing,Condo/Co-op,746 S Los Angeles St #101,Los Angeles,CA,90014,395000,0,1,C42 - Downtown L.A.,580,38308,1922,1,Active,December-11-2016 02:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/746-S-Los-Angeles-St-90014/unit-101/home/21921168,CRMLS,63214117,N,Y,34.042048,-118.251207
MLS Listing,Single Family Residential,3631 Oakfield Dr,Sherman Oaks,CA,91423,1095000,2,2,SO - Sherman Oaks,1655,34572,1966,1,Active,,,http://www.redfin.com/CA/Los-Angeles/3631-Oakfield-Dr-91423/home/4867617,CRISNet,63214072,N,Y,34.1372548,-118.4489678
MLS Listing,Condo/Co-op,100 South Doheny Dr #614,Los Angeles (City),CA,90048,505000,1,1.75,Beverly Center/Miracle Mile,,,,1,Active,December-17-2016 01:00 PM,December-17-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/100-S-Doheny-Dr-90048/unit-614/home/6815269,TheMLS,63213450,N,Y,34.0746649,-118.3892143
MLS Listing,Single Family Residential,4315 Enoro Dr,View Park,CA,90008,1724900,4,5,,4118,16410,1962,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4315-Enoro-Dr-90008/home/6866848,TheMLS,63213231,N,Y,34.0032845,-118.3512898
MLS Listing,Single Family Residential,2647 Altura Ave,Los Angeles,CA,91214,899000,3,3,699 - Not Defined,2194,4366,1923,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/La-Crescenta-Montrose/2647-Altura-Ave-91214/home/7241846,CRISNet,63213152,N,Y,34.218446,-118.236852
MLS Listing,Single Family Residential,14532 Lyle St,Sylmar,CA,91342,389900,3,1,SYL - Sylmar,1011,3653,1952,1,Active,,,http://www.redfin.com/CA/Los-Angeles/14532-Lyle-St-91342/home/5412186,CRMLS,63213003,N,Y,34.305862,-118.4496575
MLS Listing,Single Family Residential,22740 Haynes St,West Hills,CA,91307,635000,4,2,WEH - West Hills,1463,7519,1957,1,Active,December-11-2016 02:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/22740-Haynes-St-91307/home/3206621,CRMLS,63212998,N,Y,34.189525,-118.622901
MLS Listing,Single Family Residential,5868 West 77th Pl,Los Angeles (City),CA,90045,1099000,3,2,Westchester,1418,8990,1949,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5868-W-77th-Pl-90045/home/6604207,TheMLS,63212955,N,Y,33.9705026,-118.3861966
MLS Listing,Single Family Residential,6223 10th Ave,Los Angeles (City),CA,90043,435000,3,2,Park Hills Heights,1440,4039,1938,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/6223-10th-Ave-90043/home/6415753,TheMLS,63212454,N,Y,33.9830853,-118.3281256
MLS Listing,Single Family Residential,15203 Hesby St,Sherman Oaks,CA,91403,1195000,4,3,SO - Sherman Oaks,2583,6771,1940,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15203-Hesby-St-91403/home/4806165,CRISNet,63212396,N,Y,34.1623949,-118.464158
MLS Listing,Single Family Residential,279 Mabery Rd,Santa Monica,CA,90402,2677000,2,2.25,Santa Monica,1793,7295,1954,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Santa-Monica/279-Mabery-Rd-90402/home/6840342,TheMLS,63212284,N,Y,34.02975,-118.514109
MLS Listing,Single Family Residential,13153 Kagel,Pacoima,CA,91331,270000,2,1,PAC - Pacoima,876,5007,1952,1,Active,,,http://www.redfin.com/CA/Los-Angeles/13153-Kagel-Canyon-St-91331/home/5607866,i-Tech MLS,63212025,N,Y,34.252593,-118.419292
MLS Listing,Single Family Residential,10748 De Haven Ave,Pacoima,CA,91331,379000,4,2,PAC - Pacoima,1544,17574,1974,1,Active,,,http://www.redfin.com/CA/Los-Angeles/10748-De-Haven-Ave-91331/home/5488082,CRISNet,63211885,N,Y,34.2656627,-118.4040255
MLS Listing,Single Family Residential,6127 Fulcher Ave,North Hollywood,CA,91606,425000,2,1,NHO - North Hollywood,736,3608,1941,1,Active,,,http://www.redfin.com/CA/Los-Angeles/6127-Fulcher-Ave-91606/home/5139531,CRISNet,63211883,N,Y,34.182035,-118.373463
MLS Listing,Single Family Residential,2485 Wild Oak Dr,Los Angeles (City),CA,90068,1850000,2,2.25,Los Feliz,2138,15491,1959,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2485-Wild-Oak-Dr-90068/home/7129755,TheMLS,63211835,N,Y,34.1154478,-118.3112381
MLS Listing,Condo/Co-op,1855 Industrial St #608,Los Angeles (City),CA,90021,625000,1,1,Downtown Los Angeles,831,,1924,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1855-Industrial-St-90021/unit-608/home/17239285,TheMLS,63211834,N,Y,34.0360136,-118.2331568
MLS Listing,Single Family Residential,2740 Barry Ave,Los Angeles,CA,90064,1499950,3,3,WLA - West Los Angeles,1795,5301,1949,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2740-Barry-Ave-90064/home/6755525,CRISNet,63211712,N,Y,34.025217,-118.439135
MLS Listing,Multi-Family (2-4 Unit),116 Thornton Pl,Venice,CA,90291,1100000,1,3,Venice,1488,1826,,1,Active,,,http://www.redfin.com/CA/Los-Angeles/116-Thornton-Pl-90291/home/112349061,TheMLS,63211577,N,Y,33.9930516,-118.4757671
MLS Listing,Single Family Residential,854 Superba Ave,Venice,CA,90291,1799000,1,1,Venice,696,3328,1920,1,Active,December-18-2016 01:00 PM,December-18-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/854-Superba-Ave-90291/home/6743508,TheMLS,63211378,N,Y,33.9943902,-118.4587634
MLS Listing,Multi-Family (2-4 Unit),146 E 56th St,Los Angeles,CA,90011,489000,6,5,C34 - Los Angeles Southwest,2046,5103,1912,1,Active,,,http://www.redfin.com/CA/Los-Angeles/146-56th-St-90011/home/6919097,CRMLS,63211373,N,Y,33.9912909,-118.27226
MLS Listing,Vacant Land,576 MILTON Ct,Los Angeles,CA,90065,100000,,,680 - Mount Washington,,4143,,1,Active,,,http://www.redfin.com/CA/Los-Angeles/576-Milton-Ct-90065/home/22130044,CRMLS,63211370,N,Y,34.1043105,-118.210723
MLS Listing,Single Family Residential,19645 Rosita St,Tarzana,CA,91356,1499000,6,3.75,TAR - Tarzana,3258,17084,1960,1,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/19645-Rosita-St-91356/home/4239390,CRISNet,63211343,N,Y,34.1583309,-118.562239
MLS Listing,Single Family Residential,2683 E 8th St,Los Angeles,CA,90023,550555,2,1,BOYH - Boyle Heights,1690,4518,1936,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2683-E-8th-St-90023/home/58388037,CRMLS,63211169,N,Y,34.02771,-118.217922
MLS Listing,Single Family Residential,8143 Garden Grove Ave,Reseda,CA,91335,525000,3,2,RES - Reseda,1646,6400,1953,1,Active,December-11-2016 01:30 PM,December-11-2016 04:30 PM,http://www.redfin.com/CA/Los-Angeles/8143-Garden-Grove-Ave-91335/home/3614613,CRISNet,63211115,N,Y,34.2187569,-118.52946
MLS Listing,Single Family Residential,10337 Quill Ave,Sunland,CA,91040,475000,2,1.5,659 - Sunland/Tujunga,1283,6224,1951,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/10337-Quill-Ave-91040/home/5524005,i-Tech MLS,63211094,N,Y,34.257148,-118.317008
MLS Listing,Single Family Residential,8627 Plevka Ave,Los Angeles,CA,90002,360000,3,2,,1289,,1926,1,Active,,,http://www.redfin.com/CA/Los-Angeles/8627-Plevka-Ave-90002/home/7298570,SANDICOR,63211087,N,Y,33.9592373,-118.2508152
MLS Listing,Single Family Residential,8353 Webb Ave,Sun Valley,CA,91352,459999,5,2.75,SUNV - Sun Valley,1628,6637,1950,1,Active,,,http://www.redfin.com/CA/Los-Angeles/8353-Webb-Ave-91352/home/5627710,CRISNet,63210934,N,Y,34.222717,-118.394435
MLS Listing,Condo/Co-op,8512 Tuscany Ave #203,Playa Del Rey,CA,90293,575000,1,1.5,Playa Del Rey,855,65254,1986,1,Active,December-11-2016 01:30 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/8512-Tuscany-Ave-90293/unit-203/home/6631767,TheMLS,63210854,N,Y,33.9574645,-118.4385943
MLS Listing,Single Family Residential,13817 Calvert St,Van Nuys,CA,91401,599000,3,2,Valley Glen (VG),2290,6632,1953,1,Active,December-11-2016 01:00 AM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13817-Calvert-St-91401/home/4640240,TheMLS,63210440,N,Y,34.182388,-118.43421
MLS Listing,Single Family Residential,672 E 41st Pl,Los Angeles,CA,90011,329900,2,2,C42 - Downtown L.A.,768,3621,1924,1,Active,,,http://www.redfin.com/CA/Los-Angeles/672-E-41st-Pl-90011/home/6926160,CRMLS,63210352,N,Y,34.008002,-118.263856
MLS Listing,Condo/Co-op,10560 Wilshire Blvd #803,Los Angeles (City),CA,90024,1498000,2,2.5,Westwood/Century City,1935,41094,1982,1,Active,,,http://www.redfin.com/CA/Los-Angeles/10560-Wilshire-Blvd-90024/unit-803/home/6805997,TheMLS,63210274,N,Y,34.062047,-118.432515
MLS Listing,Single Family Residential,818 East 109th Pl,Los Angeles (City),CA,90059,329000,3,1.5,Metropolitan South,1558,6702,1983,1,Active,,,http://www.redfin.com/CA/Los-Angeles/818-E-109th-Pl-90059/home/7315498,TheMLS,63210273,N,Y,33.936244,-118.2601614
MLS Listing,Single Family Residential,608 North Avenue 50,Los Angeles (City),CA,90042,1138000,8,3,Highland Park,3119,8396,1923,1,Active,,,http://www.redfin.com/CA/Los-Angeles/608-North-Avenue-50-90042/home/7078577,TheMLS,63210055,N,Y,34.1094123,-118.2056381
MLS Listing,Single Family Residential,15140 Chase St #4,North Hills,CA,91343,429900,3,3,NOH - North Hills,1740,36582,1993,1,Active,December-11-2016 11:00 AM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/15140-Chase-St-91343/unit-4/home/5686335,CRISNet,63209856,N,Y,34.224356,-118.462731
MLS Listing,Townhouse,15106 Nordhoff,North Hills,CA,91343,299000,3,2.25,NOH - North Hills,1287,58370,1981,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15106-Nordhoff-St-91343/unit-28/home/5683323,CRISNet,63209854,N,Y,34.235082,-118.461639
MLS Listing,Single Family Residential,6481 W 77th St,Westchester,CA,90045,1200000,3,2,C29 - Westchester,1571,6261,1950,1,Active,,,http://www.redfin.com/CA/Los-Angeles/6481-W-77th-St-90045/home/6616453,CRMLS,63209724,N,Y,33.9734539,-118.402783
MLS Listing,Single Family Residential,12223 Addison St,Valley Village,CA,91607,1199000,2,2.25,Valley Village (VVL),1791,11074,1937,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12223-Addison-St-91607/home/5214214,TheMLS,63209525,N,Y,34.16151,-118.399469
MLS Listing,Townhouse,11401 Tampa Ave #110,Northridge,CA,91326,459000,3,2,NR - Northridge,1532,543828,1975,1,Active,,,http://www.redfin.com/CA/Los-Angeles/11401-Tampa-Ave-91326/unit-110/home/5763495,CRISNet,63209411,N,Y,34.278033,-118.5605526
MLS Listing,Single Family Residential,4205 Camellia Ave,Studio City,CA,91604,1899999,5,4,Studio City (STUD),3645,6679,1948,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4205-Camellia-Ave-91604/home/5239265,TheMLS,63209313,N,Y,34.145122,-118.382569
MLS Listing,Condo/Co-op,10433 Wilshire Blvd #703,Los Angeles,CA,90024,520000,1,1.5,C05 - Westwood - Century City,1036,31459,1963,1,Active,,,http://www.redfin.com/CA/Los-Angeles/10433-Wilshire-Blvd-90024/unit-703/home/6826579,CRMLS,63209308,N,Y,34.0663809,-118.4307026
MLS Listing,Condo/Co-op,15527 Parthenia St #10,North Hills,CA,91343,259900,2,3,North Hills (NOH),1194,23304,1981,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15527-Parthenia-St-91343/unit-10/home/5684809,TheMLS,63209138,N,Y,34.2286487,-118.4708082
MLS Listing,Single Family Residential,2464 Walnut Ave,Venice,CA,90291,2425000,4,3.5,Venice,3126,5848,2008,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2464-Walnut-Ave-90291/home/6739867,TheMLS,63208886,N,Y,33.993898,-118.448659
MLS Listing,Single Family Residential,8306 Gladbeck Ave,Northridge,CA,91324,575000,3,2,NR - Northridge,1858,9212,1957,1,Active,,,http://www.redfin.com/CA/Los-Angeles/8306-Gladbeck-Ave-91324/home/5894543,CRMLS,63208803,N,Y,34.221085,-118.53823
MLS Listing,Single Family Residential,22850 Erwin St,Woodland Hills,CA,91367,1399000,3,2.75,WHLL - Woodland Hills,3848,26810,1952,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/22850-Erwin-St-91367/home/3218439,CRISNet,63208782,N,Y,34.182312,-118.625083
MLS Listing,Multi-Family (2-4 Unit),5081 Montezuma St,Los Angeles (City),CA,90042,930000,4,3,Highland Park,2500,7044,1912,1,Active,,,http://www.redfin.com/CA/Los-Angeles/5081-Montezuma-St-90042/home/7077558,TheMLS,63208141,N,Y,34.1121829,-118.205087
MLS Listing,Single Family Residential,2707 New Jersey St,Los Angeles,CA,90033,399000,3,1,BOYH - Boyle Heights,1047,5414,1903,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2707-New-Jersey-St-90033/home/6941046,CRMLS,63207725,N,Y,34.044461,-118.204148
MLS Listing,Condo/Co-op,10445 Wilshire Blvd #501,Los Angeles (City),CA,90024,899000,2,2,Westwood/Century City,1706,32839,1980,1,Active,,,http://www.redfin.com/CA/Los-Angeles/10445-Wilshire-Blvd-90024/unit-501/home/6826650,TheMLS,63207562,N,Y,34.0659933,-118.4311228
MLS Listing,Condo/Co-op,600 W 9th St #701,Los Angeles,CA,90015,499000,1,1,C23 - Metropolitan,754,83397,1983,1,Active,,,http://www.redfin.com/CA/Los-Angeles/600-W-9th-St-90015/unit-701/home/6932564,CRMLS,63207059,N,Y,34.0452366,-118.2611315
MLS Listing,Single Family Residential,11153 Vanalden Ave,Northridge,CA,91326,649000,4,2,NR - Northridge,2154,10992,1966,1,Active,,,http://www.redfin.com/CA/Los-Angeles/11153-Vanalden-Ave-91326/home/5792351,CRMLS,63205976,N,Y,34.272982,-118.546772
MLS Listing,Condo/Co-op,15515 W SUNSET Blvd Unit B06,Pacific Palisades,CA,90272,862000,2,2,C15 - Pacific Palisades,1168,82960,1975,1,Active,,,http://www.redfin.com/CA/Los-Angeles/15515-Sunset-Blvd-90272/unit-B06/home/6845681,CRMLS,63205433,N,Y,34.0488996,-118.5281108
MLS Listing,Single Family Residential,22457 N Summit Ridge Cir,Chatsworth,CA,91311,1989000,5,6,CHT - Chatsworth,5376,27572,1998,1,Active,December-18-2016 11:00 AM,December-18-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/22457-N-Summit-Ridge-Cir-91311/home/5809006,CRISNet,63205399,N,Y,34.242291,-118.616798
MLS Listing,Single Family Residential,1137 North Orange Dr,Los Angeles (City),CA,90038,995000,3,2,Hollywood,1164,5874,1919,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1137-N-Orange-Dr-90038/home/7107630,TheMLS,63204745,N,Y,34.0918848,-118.3419009
MLS Listing,Single Family Residential,532 West 101st St,Los Angeles (City),CA,90044,315000,2,1,Metropolitan Southwest,907,5101,1926,1,Active,,,http://www.redfin.com/CA/Los-Angeles/532-W-101st-St-90044/home/7305885,TheMLS,63204665,N,Y,33.94436,-118.283798
MLS Listing,Single Family Residential,14009 Claywood Ave,Sylmar,CA,91342,525000,3,2,SYL - Sylmar,1572,8684,1976,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/14009-Claywood-Ave-91342/home/5550166,CRISNet,63204497,N,Y,34.3269949,-118.427088
MLS Listing,Multi-Family (2-4 Unit),2825 W Vernon Ave,Los Angeles,CA,90008,650000,6,3,C36 - Metropolitan Southwest,3787,5500,1937,1,Active,,,http://www.redfin.com/CA/Los-Angeles/2825-W-Vernon-Ave-90008/home/6876350,CRMLS,63204425,N,Y,34.003897,-118.324533
MLS Listing,Condo/Co-op,285 W 6th St #219,San Pedro,CA,90731,309000,1,1,189 - Barton Hill,750,60493,2006,1,Active,,,http://www.redfin.com/CA/Los-Angeles/285-W-6th-St-90731/unit-219/home/12289928,CRMLS,63204386,N,Y,33.7383008,-118.2830099
MLS Listing,Single Family Residential,12530 Rose Ave,Los Angeles (City),CA,90066,1100000,3,1,Palms/Mar Vista,1158,5700,1947,1,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12530-Rose-Ave-90066/home/6748022,TheMLS,63204298,N,Y,34.0136759,-118.443561
MLS Listing,Single Family Residential,7135 Geyser Ave,Reseda,CA,91335,925000,8,4.5,RES - Reseda,3541,13499,1939,1,Active,,,http://www.redfin.com/CA/Los-Angeles/7135-Geyser-Ave-91335/home/3843513,CRISNet,63204263,N,Y,34.200333,-118.542917
MLS Listing,Single Family Residential,1571 E 118th Pl,Los Angeles,CA,90059,320000,3,1,C34 - Los Angeles Southwest,1000,4702,1950,1,Active,,,http://www.redfin.com/CA/Los-Angeles/1571-E-118th-Pl-90059/home/7346813,CRMLS,63204206,N,Y,33.9253132,-118.2465141
MLS Listing,Vacant Land,2419 San Marco Dr,Los Angeles,CA,90068,230000,,,C30 - Hollywood Hills East,,9855,,2,Active,,,http://www.redfin.com/CA/Los-Angeles/2419-San-Marco-Dr-90068/home/22129044,i-Tech MLS,63204157,N,Y,34.1159674,-118.330973
MLS Listing,Single Family Residential,10041 France Ave,Tujunga,CA,91042,419000,3,1.75,Sunland/Tujunga,1196,3048,1920,2,Active,December-11-2016 01:00 AM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/10041-France-Ave-91042/home/5539506,TheMLS,63204016,N,Y,34.250936,-118.278358
MLS Listing,Single Family Residential,2127 Oak Glen Pl,Los Angeles (City),CA,90039,649000,2,2,Silver Lake/Echo Park,1200,1038,1923,2,Active,,,http://www.redfin.com/CA/Los-Angeles/2127-Oak-Glen-Pl-90039/home/7057317,TheMLS,63203981,N,Y,34.093763,-118.254625
MLS Listing,Single Family Residential,1611 North Doheny Dr,Los Angeles (City),CA,90069,2895000,4,3,Sunset Strip/Hollywood Hills West,3061,5321,1964,2,Active,,,http://www.redfin.com/CA/Los-Angeles/1611-N-Doheny-Dr-90069/home/7122033,TheMLS,63203980,N,Y,34.1016275,-118.389325
MLS Listing,Single Family Residential,8815 Moorcroft Ave,West Hills,CA,91304,949950,4,3.25,WEH - West Hills,2984,12284,1979,2,Active,,,http://www.redfin.com/CA/Los-Angeles/8815-Moorcroft-Ave-91304/home/8095161,CRISNet,63203962,N,Y,34.2309438,-118.611696
MLS Listing,Single Family Residential,8690 Franklin Ave,Los Angeles (City),CA,90069,7500000,4,3.75,Sunset Strip/Hollywood Hills West,5376,5135,1957,2,Active,,,http://www.redfin.com/CA/Los-Angeles/8690-Franklin-Ave-90069/home/7120094,TheMLS,63203796,N,Y,34.0979249,-118.378605
MLS Listing,Multi-Family (5+ Unit),3446 Mckinley Ave,Los Angeles,CA,90011,875000,36,36,699 - Not Defined,3360,7244,1923,2,Active,,,http://www.redfin.com/CA/Los-Angeles/3446-McKinley-Ave-90011/home/6925693,CRISNet,63203445,N,Y,34.0119083,-118.2602916
MLS Listing,Single Family Residential,3577 Kinney St,Los Angeles,CA,90065,925000,3,2.5,680 - Mount Washington,2500,5072,2017,2,Active,December-11-2016 01:00 PM,December-11-2016 03:30 PM,http://www.redfin.com/CA/Los-Angeles/3577-Kinney-St-90065/home/63731420,i-Tech MLS,63203389,N,Y,34.1132743,-118.232537
MLS Listing,Single Family Residential,17136 Germain St,Granada Hills,CA,91344,499000,2,1,GH - Granada Hills,1088,6230,1952,2,Active,December-11-2016 01:00 PM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/17136-Germain-St-91344/home/5757152,i-Tech MLS,63203388,N,Y,34.262219,-118.5068625
MLS Listing,Condo/Co-op,4280 Via Arbolada #229,Monterey Hills,CA,90042,379000,1,1,676 - Monterey Hills,1003,216231,1986,2,Active,,,http://www.redfin.com/CA/Los-Angeles/4280-Via-Arbolada-90042/unit-229/home/6999328,i-Tech MLS,63203387,N,Y,34.097745,-118.185564
MLS Listing,Single Family Residential,146 North Berendo St,Los Angeles (City),CA,90004,949000,5,2,Mid-Wilshire,2705,7500,1922,2,Active,,,http://www.redfin.com/CA/Los-Angeles/146-N-Berendo-St-90004/home/7097903,TheMLS,63203306,N,Y,34.074101,-118.293809
MLS Listing,Single Family Residential,2332 Castle Heights Ave,Los Angeles (City),CA,90034,2095000,4,3,Beverlywood Vicinity,2813,10200,1949,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2332-Castle-Heights-Ave-90034/home/6791847,TheMLS,63203228,N,Y,34.0428767,-118.3973587
MLS Listing,Condo/Co-op,18620 Hatteras St #277,Tarzana,CA,91356,254000,2,2,TAR - Tarzana,910,218436,1970,2,Active,,,http://www.redfin.com/CA/Los-Angeles/18620-Hatteras-St-91356/unit-277/home/4061448,CRISNet,63203200,N,Y,34.176364,-118.539319
MLS Listing,Single Family Residential,961 Vernon Ave,Venice,CA,90291,2750000,5,4.5,Venice,3975,6576,2016,2,Active,December-13-2016 11:00 AM,December-13-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/961-Vernon-Ave-90291/home/6745068,TheMLS,63203106,N,Y,34.001433,-118.463595
MLS Listing,Single Family Residential,5370 Vanalden Ave,Tarzana,CA,91356,2895000,5,6,TAR - Tarzana,5971,36572,1949,2,Active,,,http://www.redfin.com/CA/Los-Angeles/5370-Vanalden-Ave-91356/home/4149585,CRISNet,63203103,N,Y,34.16894,-118.5496817
MLS Listing,Single Family Residential,4330 Cherry Hills Ln,Tarzana,CA,91356,1299900,4,4,TAR - Tarzana,3377,16955,1968,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4330-Cherry-Hills-Ln-91356/home/4272416,CRISNet,63203021,N,Y,34.148774,-118.561848
MLS Listing,Single Family Residential,2773 Anchor Ave,Los Angeles (City),CA,90064,4095000,6,5.5,Cheviot Hills,4387,10477,1955,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2773-Anchor-Ave-90064/home/6791557,TheMLS,63202954,N,Y,34.0401418,-118.3998772
MLS Listing,Single Family Residential,879 N Avenue 50,Los Angeles,CA,90042,1199999,5,4,632 - Highland Park,3564,15061,1922,2,Active,,,http://www.redfin.com/CA/Los-Angeles/879-North-Avenue-50-90042/unit-1/home/7082145,CRMLS,63202935,N,Y,34.1155028,-118.2077007
MLS Listing,Single Family Residential,13032 Sky Valley Rd,Los Angeles (City),CA,90049,1480000,4,1.75,Brentwood,2698,17726,1957,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13032-Sky-Valley-Rd-90049/home/6859234,TheMLS,63202881,N,Y,34.126374,-118.507862
MLS Listing,Single Family Residential,2032 W 77th St,Los Angeles,CA,90047,650000,3,2,699 - Not Defined,2267,6707,1928,2,Active,,,http://www.redfin.com/CA/Los-Angeles/2032-W-77th-St-90047/home/7281273,CRMLS,63202853,N,Y,33.969715,-118.314542
MLS Listing,Single Family Residential,5827 Madden Ave,Los Angeles (City),CA,90043,340000,2,1,Park Hills Heights,950,4805,1923,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5827-Madden-Ave-90043/home/6413882,TheMLS,63202779,N,Y,33.98825,-118.325733
MLS Listing,Townhouse,229 W 120th St,Los Angeles,CA,90061,615000,10,6,C37 - Metropolitan South,3540,6923,2012,2,Active,,,http://www.redfin.com/CA/Los-Angeles/229-W-120th-St-90061/home/7322844,CRMLS,63202738,N,Y,33.9240474,-118.2772707
MLS Listing,Multi-Family (2-4 Unit),8815 Elm St,Los Angeles,CA,90002,415000,10,4,699 - Not Defined,1649,4807,1905,2,Active,,,http://www.redfin.com/CA/Los-Angeles/8815-Elm-St-90002/home/7299400,CRISNet,63202712,N,Y,33.9563672,-118.238799
MLS Listing,Single Family Residential,18041 Rodarte Way,Encino,CA,91316,1549000,4,3,ENC - Encino,3294,13722,1964,2,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/18041-Rodarte-Way-91316/home/4300204,CRISNet,63202710,N,Y,34.1486,-118.526198
MLS Listing,Single Family Residential,2320 Berkeley Ave,Los Angeles (City),CA,90026,1729000,5,3.5,Silver Lake/Echo Park,3200,7290,1922,2,Active,,,http://www.redfin.com/CA/Los-Angeles/2320-Berkeley-Ave-90026/home/7057982,TheMLS,63202704,N,Y,34.084474,-118.262971
MLS Listing,Vacant Land,0 Mirabel Ln,Los Angeles (City),CA,90077,25000,,,Bel Air (Holmby Hills),,2624,,2,Active,,,http://www.redfin.com/CA/Los-Angeles-City/0-Mirabel-Ln-90077/home/108598542,TheMLS,63202703,N,Y,34.099748,-118.440616
MLS Listing,Single Family Residential,3730 Woodcliff Rd,Sherman Oaks,CA,91403,1299000,4,2,Sherman Oaks (SO),2017,9461,1954,2,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/3730-Woodcliff-Rd-91403/home/4892871,TheMLS,63202702,N,Y,34.1381207,-118.4674996
MLS Listing,Vacant Land,0 Calgary Ln,Los Angeles (City),CA,90077,25000,,,Bel Air (Holmby Hills),,2498,,2,Active,,,http://www.redfin.com/CA/Los-Angeles/Calgary-Ln-90077/home/18531769,TheMLS,63202697,N,Y,34.10528,-118.44499
MLS Listing,Townhouse,3027 E Side Blvd,Los Angeles,CA,90063,575000,5,2,BOYH - Boyle Heights,1972,8373,1922,2,Active,,,http://www.redfin.com/CA/Los-Angeles/3027-E-Side-Blvd-90063/home/6939856,CRMLS,63202669,N,Y,34.043885,-118.199186
MLS Listing,Single Family Residential,13023 Discovery Crk,Playa Vista,CA,90094,2195000,4,4,Playa Vista,3800,80217,2005,2,Active,December-11-2016 12:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13023-Discovery-Crk-90094/home/26843056,TheMLS,63202608,N,Y,33.9722481,-118.4230319
